cfrid,year,month,scode_biom,sgroup_biom,sname_biom,totalweight_biom,timekey1,timekey2,timekey3
"2. Anlous Dong",2013,8,52,17,"Trichogaster microlepis",21.1,4,4,3
"2. Anlous Dong",2013,8,53,17,"Trichopodus trichopterus",5.1,4,4,3
"2. Anlous Dong",2013,8,59,19,"Notopterus notopterus",102.5,4,4,3
"2. Anlous Dong",2013,8,63,21,"Xenentodon cancila",78.89999999999999,4,4,3
"2. Anlous Dong",2013,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",34.4,4,4,3
"2. Anlous Dong",2013,8,68,25,"Macrognathus siamensis",45.09999999999999,4,4,3
"2. Anlous Dong",2013,8,69,25,"Macrognathus semiocellatus",17,4,4,3
"2. Anlous Dong",2013,8,108,38,"Paralaubuca typus",118,4,4,3
"2. Anlous Dong",2013,11,1,1,"Mystus albolineatus",22.6,5,5,4
"2. Anlous Dong",2013,11,4,1,"Mystus mysticetus",200.2,5,5,4
"2. Anlous Dong",2013,11,8,2,"Hemibagrus spilopterus/nemurus",3.5,5,5,4
"2. Anlous Dong",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",180.9,5,5,4
"2. Anlous Dong",2013,11,12,3,"Cyclocheilichthys lagleri",85.3,5,5,4
"2. Anlous Dong",2013,11,15,4,"Barbonymus gonionotus",76,5,5,4
"2. Anlous Dong",2013,11,17,5,"Puntius sp. (cf. masyai)",468.5,5,5,4
"2. Anlous Dong",2013,11,21,6,"Labiobarbus leptocheilus",31,5,5,4
"2. Anlous Dong",2013,11,22,8,"Henicorhynchus siamensis",3.5,5,5,4
"2. Anlous Dong",2013,11,24,9,"Esomus metallicus",57,5,5,4
"2. Anlous Dong",2013,11,27,9,"Amblypharyngodon chulabhornae",16.6,5,5,4
"2. Anlous Dong",2013,11,32,9,"Rasbora borapetensis",.3,5,5,4
"2. Anlous Dong",2013,11,43,14,"Channa striata",98.09999999999999,5,5,4
"2. Anlous Dong",2013,11,49,16,"Parambassis wolffii",434.6000000000001,5,5,4
"2. Anlous Dong",2013,11,63,21,"Xenentodon cancila",56.9,5,5,4
"2. Anlous Dong",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",192.8,5,5,4
"2. Anlous Dong",2013,11,68,25,"Macrognathus siamensis",9.699999999999999,5,5,4
"2. Anlous Dong",2013,11,99,34,"Puntius orphoides",27.9,5,5,4
"2. Anlous Dong",2013,11,108,38,"Paralaubuca typus",62.3,5,5,4
"2. Anlous Dong",2014,2,1,1,"Mystus albolineatus",7.1,6,6,
"2. Anlous Dong",2014,2,3,1,"Mystus multiradiatus",18.1,6,6,
"2. Anlous Dong",2014,2,4,1,"Mystus mysticetus",70.30000000000001,6,6,
"2. Anlous Dong",2014,2,8,2,"Hemibagrus spilopterus/nemurus",44.44,6,6,
"2. Anlous Dong",2014,2,9,3,"Anematichthys/Cyclocheilichthys apogon",74.5,6,6,
"2. Anlous Dong",2014,2,12,3,"Cyclocheilichthys lagleri",63.5,6,6,
"2. Anlous Dong",2014,2,15,4,"Barbonymus gonionotus",482.2,6,6,
"2. Anlous Dong",2014,2,17,5,"Puntius sp. (cf. masyai)",1275.9,6,6,
"2. Anlous Dong",2014,2,21,6,"Labiobarbus leptocheilus",551.7,6,6,
"2. Anlous Dong",2014,2,22,8,"Henicorhynchus siamensis",125.2,6,6,
"2. Anlous Dong",2014,2,24,9,"Esomus metallicus",232.8,6,6,
"2. Anlous Dong",2014,2,38,12,"Anabas testudineus",206.9,6,6,
"2. Anlous Dong",2014,2,40,13,"Clarias batrachus",277.7,6,6,
"2. Anlous Dong",2014,2,43,14,"Channa striata",196.4,6,6,
"2. Anlous Dong",2014,2,47,15,"Pristolepis fasciata",7,6,6,
"2. Anlous Dong",2014,2,49,16,"Parambassis wolffii",631.0000000000001,6,6,
"2. Anlous Dong",2014,2,52,17,"Trichogaster microlepis",15.3,6,6,
"2. Anlous Dong",2014,2,53,17,"Trichopodus trichopterus",4.699999999999999,6,6,
"2. Anlous Dong",2014,2,55,9,"Lobocheilos melanotaenia",4,6,6,
"2. Anlous Dong",2014,2,58,18,"Trichopsis vittata",7.9,6,6,
"2. Anlous Dong",2014,2,59,19,"Notopterus notopterus",883.1000000000001,6,6,
"2. Anlous Dong",2014,2,63,21,"Xenentodon cancila",755,6,6,
"2. Anlous Dong",2014,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",78.09999999999999,6,6,
"2. Anlous Dong",2014,2,68,25,"Macrognathus siamensis",189,6,6,
"2. Anlous Dong",2014,2,99,34,"Puntius orphoides",163.4,6,6,
"2. Anlous Dong",2014,2,104,36,"Labeo chrysophekadion",37.9,6,6,
"2. Anlous Dong",2014,2,112,41,"Oreochromis niloticus",473.1,6,6,
"2. Anlous Dong",2014,2,170,0,"Gyrinocheilus pennocki",2.7,6,6,
"2. Anlous Dong",2014,5,4,1,"Mystus mysticetus",260.6,7,7,5
"2. Anlous Dong",2014,5,8,2,"Hemibagrus spilopterus/nemurus",14.5,7,7,5
"2. Anlous Dong",2014,5,9,3,"Anematichthys/Cyclocheilichthys apogon",112.5,7,7,5
"2. Anlous Dong",2014,5,12,3,"Cyclocheilichthys lagleri",275.8,7,7,5
"2. Anlous Dong",2014,5,15,4,"Barbonymus gonionotus",1234,7,7,5
"2. Anlous Dong",2014,5,16,5,"Puntius brevis",389.4,7,7,5
"2. Anlous Dong",2014,5,17,5,"Puntius sp. (cf. masyai)",503.4,7,7,5
"2. Anlous Dong",2014,5,21,6,"Labiobarbus leptocheilus",695.3000000000001,7,7,5
"2. Anlous Dong",2014,5,22,8,"Henicorhynchus siamensis",1422.8,7,7,5
"2. Anlous Dong",2014,5,24,9,"Esomus metallicus",5.699999999999999,7,7,5
"2. Anlous Dong",2014,5,49,16,"Parambassis wolffii",411.9,7,7,5
"2. Anlous Dong",2014,5,52,17,"Trichogaster microlepis",54.2,7,7,5
"2. Anlous Dong",2014,5,53,17,"Trichopodus trichopterus",20.1,7,7,5
"2. Anlous Dong",2014,5,59,19,"Notopterus notopterus",585.4000000000001,7,7,5
"2. Anlous Dong",2014,5,63,21,"Xenentodon cancila",330.2,7,7,5
"2. Anlous Dong",2014,5,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",119.8,7,7,5
"2. Anlous Dong",2014,5,68,25,"Macrognathus siamensis",57.9,7,7,5
"2. Anlous Dong",2014,5,99,34,"Puntius orphoides",39.1,7,7,5
"2. Anlous Dong",2014,5,108,38,"Paralaubuca typus",2.2,7,7,5
"2. Anlous Dong",2014,8,4,1,"Mystus mysticetus",72.2,8,8,
"2. Anlous Dong",2014,8,9,3,"Anematichthys/Cyclocheilichthys apogon",60.2,8,8,
"2. Anlous Dong",2014,8,12,3,"Cyclocheilichthys lagleri",121.1,8,8,
"2. Anlous Dong",2014,8,15,4,"Barbonymus gonionotus",255.8,8,8,
"2. Anlous Dong",2014,8,16,5,"Puntius brevis",3.5,8,8,
"2. Anlous Dong",2014,8,17,5,"Puntius sp. (cf. masyai)",329.2,8,8,
"2. Anlous Dong",2014,8,21,6,"Labiobarbus leptocheilus",150.7,8,8,
"2. Anlous Dong",2014,8,22,8,"Henicorhynchus siamensis",996.6999999999998,8,8,
"2. Anlous Dong",2014,8,24,9,"Esomus metallicus",1.2,8,8,
"2. Anlous Dong",2014,8,27,9,"Amblypharyngodon chulabhornae",.7,8,8,
"2. Anlous Dong",2014,8,40,13,"Clarias batrachus",151.2,8,8,
"2. Anlous Dong",2014,8,49,16,"Parambassis wolffii",92.49999999999999,8,8,
"2. Anlous Dong",2014,8,53,17,"Trichopodus trichopterus",4.6,8,8,
"2. Anlous Dong",2014,8,59,19,"Notopterus notopterus",421.7,8,8,
"2. Anlous Dong",2014,8,63,21,"Xenentodon cancila",30.6,8,8,
"2. Anlous Dong",2014,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",61.3,8,8,
"2. Anlous Dong",2014,8,99,34,"Puntius orphoides",39.2,8,8,
"2. Anlous Dong",2014,8,108,38,"Paralaubuca typus",.9,8,8,
"2. Anlous Dong",2014,11,4,1,"Mystus mysticetus",737.3000000000001,9,9,6
"2. Anlous Dong",2014,11,6,1,"Mystus gulio",6,9,9,6
"2. Anlous Dong",2014,11,9,3,"Anematichthys/Cyclocheilichthys apogon",25.7,9,9,6
"2. Anlous Dong",2014,11,12,3,"Cyclocheilichthys lagleri",360.8,9,9,6
"2. Anlous Dong",2014,11,16,5,"Puntius brevis",127,9,9,6
"2. Anlous Dong",2014,11,17,5,"Puntius sp. (cf. masyai)",548.5999999999999,9,9,6
"2. Anlous Dong",2014,11,21,6,"Labiobarbus leptocheilus",51.00000000000001,9,9,6
"2. Anlous Dong",2014,11,22,8,"Henicorhynchus siamensis",106.6,9,9,6
"2. Anlous Dong",2014,11,24,9,"Esomus metallicus",79.3,9,9,6
"2. Anlous Dong",2014,11,25,9,"Esomus longimanus",22.5,9,9,6
"2. Anlous Dong",2014,11,27,9,"Amblypharyngodon chulabhornae",.4,9,9,6
"2. Anlous Dong",2014,11,33,9,"Rasbora tornieri",.5,9,9,6
"2. Anlous Dong",2014,11,38,12,"Anabas testudineus",150.9,9,9,6
"2. Anlous Dong",2014,11,40,13,"Clarias batrachus",214.8,9,9,6
"2. Anlous Dong",2014,11,47,15,"Pristolepis fasciata",12,9,9,6
"2. Anlous Dong",2014,11,49,16,"Parambassis wolffii",633,9,9,6
"2. Anlous Dong",2014,11,52,17,"Trichogaster microlepis",3.2,9,9,6
"2. Anlous Dong",2014,11,53,17,"Trichopodus trichopterus",15.5,9,9,6
"2. Anlous Dong",2014,11,56,18,"Trichopsis schalleri",.2,9,9,6
"2. Anlous Dong",2014,11,58,18,"Trichopsis vittata",1.3,9,9,6
"2. Anlous Dong",2014,11,63,21,"Xenentodon cancila",166.1,9,9,6
"2. Anlous Dong",2014,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",12.1,9,9,6
"2. Anlous Dong",2014,11,68,25,"Macrognathus siamensis",117.4,9,9,6
"2. Anlous Dong",2014,11,69,25,"Macrognathus semiocellatus",94.40000000000001,9,9,6
"2. Anlous Dong",2014,11,108,38,"Paralaubuca typus",5.800000000000001,9,9,6
"2. Anlous Dong",2015,2,4,1,"Mystus mysticetus",62.7,10,10,
"2. Anlous Dong",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",55.3,10,10,
"2. Anlous Dong",2015,2,12,3,"Cyclocheilichthys lagleri",69.5,10,10,
"2. Anlous Dong",2015,2,15,4,"Barbonymus gonionotus",1018.6,10,10,
"2. Anlous Dong",2015,2,17,5,"Puntius sp. (cf. masyai)",109.7,10,10,
"2. Anlous Dong",2015,2,21,6,"Labiobarbus leptocheilus",236.6,10,10,
"2. Anlous Dong",2015,2,43,14,"Channa striata",201.6,10,10,
"2. Anlous Dong",2015,2,50,16,"Parambassis siamensis",613.7,10,10,
"2. Anlous Dong",2015,2,59,19,"Notopterus notopterus",587.8,10,10,
"2. Anlous Dong",2015,2,63,21,"Xenentodon cancila",268.1,10,10,
"2. Anlous Dong",2015,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",178.3,10,10,
"2. Anlous Dong",2015,2,68,25,"Macrognathus siamensis",15.1,10,10,
"2. Anlous Dong",2015,5,4,1,"Mystus mysticetus",334.4,11,11,7
"2. Anlous Dong",2015,5,8,2,"Hemibagrus spilopterus/nemurus",41,11,11,7
"2. Anlous Dong",2015,5,9,3,"Anematichthys/Cyclocheilichthys apogon",58.2,11,11,7
"2. Anlous Dong",2015,5,12,3,"Cyclocheilichthys lagleri",133.9,11,11,7
"2. Anlous Dong",2015,5,15,4,"Barbonymus gonionotus",2634.2,11,11,7
"2. Anlous Dong",2015,5,16,5,"Puntius brevis",417.6,11,11,7
"2. Anlous Dong",2015,5,18,5,"Puntius aurotaeniatus",79,11,11,7
"2. Anlous Dong",2015,5,21,6,"Labiobarbus leptocheilus",692.6999999999999,11,11,7
"2. Anlous Dong",2015,5,22,8,"Henicorhynchus siamensis",286.6,11,11,7
"2. Anlous Dong",2015,5,50,16,"Parambassis siamensis",858.0000000000001,11,11,7
"2. Anlous Dong",2015,5,52,17,"Trichogaster microlepis",48.2,11,11,7
"2. Anlous Dong",2015,5,53,17,"Trichopodus trichopterus",5.1,11,11,7
"2. Anlous Dong",2015,5,59,19,"Notopterus notopterus",651.4,11,11,7
"2. Anlous Dong",2015,5,63,21,"Xenentodon cancila",335.9,11,11,7
"2. Anlous Dong",2015,8,4,1,"Mystus mysticetus",127.5,12,12,
"2. Anlous Dong",2015,8,12,3,"Cyclocheilichthys lagleri",161.8,12,12,
"2. Anlous Dong",2015,8,15,4,"Barbonymus gonionotus",4552.900000000001,12,12,
"2. Anlous Dong",2015,8,16,5,"Puntius brevis",6.6,12,12,
"2. Anlous Dong",2015,8,17,5,"Puntius sp. (cf. masyai)",1327,12,12,
"2. Anlous Dong",2015,8,21,6,"Labiobarbus leptocheilus",454.3,12,12,
"2. Anlous Dong",2015,8,22,8,"Henicorhynchus siamensis",4219.7,12,12,
"2. Anlous Dong",2015,8,40,13,"Clarias batrachus",629,12,12,
"2. Anlous Dong",2015,8,43,14,"Channa striata",131,12,12,
"2. Anlous Dong",2015,8,50,16,"Parambassis siamensis",708.5,12,12,
"2. Anlous Dong",2015,8,52,17,"Trichogaster microlepis",16.5,12,12,
"2. Anlous Dong",2015,8,59,19,"Notopterus notopterus",311.2,12,12,
"2. Anlous Dong",2015,8,63,21,"Xenentodon cancila",83.40000000000001,12,12,
"2. Anlous Dong",2015,8,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",150.9,12,12,
"2. Anlous Dong",2015,8,108,38,"Paralaubuca typus",1,12,12,
"2. Anlous Dong",2015,11,4,1,"Mystus mysticetus",22.8,13,13,8
"2. Anlous Dong",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",85.69999999999999,13,13,8
"2. Anlous Dong",2015,11,12,3,"Cyclocheilichthys lagleri",196.8,13,13,8
"2. Anlous Dong",2015,11,15,4,"Barbonymus gonionotus",22.3,13,13,8
"2. Anlous Dong",2015,11,16,5,"Puntius brevis",62.1,13,13,8
"2. Anlous Dong",2015,11,17,5,"Puntius sp. (cf. masyai)",415.4,13,13,8
"2. Anlous Dong",2015,11,21,6,"Labiobarbus leptocheilus",55.1,13,13,8
"2. Anlous Dong",2015,11,22,8,"Henicorhynchus siamensis",103.6,13,13,8
"2. Anlous Dong",2015,11,23,8,"Henicorhynchus lobatus",446.1,13,13,8
"2. Anlous Dong",2015,11,24,9,"Esomus metallicus",7.2,13,13,8
"2. Anlous Dong",2015,11,27,9,"Amblypharyngodon chulabhornae",4.699999999999999,13,13,8
"2. Anlous Dong",2015,11,43,14,"Channa striata",5.6,13,13,8
"2. Anlous Dong",2015,11,50,16,"Parambassis siamensis",278.7,13,13,8
"2. Anlous Dong",2015,11,52,17,"Trichogaster microlepis",1,13,13,8
"2. Anlous Dong",2015,11,53,17,"Trichopodus trichopterus",5.9,13,13,8
"2. Anlous Dong",2015,11,58,18,"Trichopsis vittata",1.2,13,13,8
"2. Anlous Dong",2015,11,59,19,"Notopterus notopterus",119.2,13,13,8
"2. Anlous Dong",2015,11,63,21,"Xenentodon cancila",97.59999999999999,13,13,8
"2. Anlous Dong",2015,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",61.7,13,13,8
"2. Anlous Dong",2015,11,68,25,"Macrognathus siamensis",49.3,13,13,8
"2. Anlous Dong",2015,11,108,38,"Paralaubuca typus",75.59999999999999,13,13,8
"3. Aren",2012,11,43,14,"Channa striata",99.5,1,1,1
"3. Aren",2012,11,52,17,"Trichogaster microlepis",2.3,1,1,1
"3. Aren",2012,11,56,18,"Trichopsis schalleri",8.4,1,1,1
"3. Aren",2012,11,76,28,"Monopterus albus",10.1,1,1,1
"3. Aren",2013,2,24,9,"Esomus metallicus",289.1,2,2,
"3. Aren",2013,2,38,12,"Anabas testudineus",41.8,2,2,
"3. Aren",2013,2,40,13,"Clarias batrachus",344.4,2,2,
"3. Aren",2013,2,52,17,"Trichogaster microlepis",12.6,2,2,
"3. Aren",2013,2,53,17,"Trichopodus trichopterus",5.7,2,2,
"3. Aren",2013,2,58,18,"Trichopsis vittata",2.2,2,2,
"3. Aren",2013,5,24,9,"Esomus metallicus",10,3,3,2
"3. Aren",2013,5,40,13,"Clarias batrachus",170,3,3,2
"3. Aren",2013,5,53,17,"Trichopodus trichopterus",20,3,3,2
"3. Aren",2013,8,4,1,"Mystus mysticetus",87.90000000000001,4,4,3
"3. Aren",2013,8,24,9,"Esomus metallicus",25.1,4,4,3
"3. Aren",2013,8,38,12,"Anabas testudineus",94.30000000000001,4,4,3
"3. Aren",2013,8,40,13,"Clarias batrachus",11.6,4,4,3
"3. Aren",2013,8,43,14,"Channa striata",1.6,4,4,3
"3. Aren",2013,8,56,18,"Trichopsis schalleri",21.5,4,4,3
"3. Aren",2013,11,1,1,"Mystus albolineatus",109.4,5,5,4
"3. Aren",2013,11,15,4,"Barbonymus gonionotus",25.6,5,5,4
"3. Aren",2013,11,29,9,"Rasbora aurotaenia",623.1,5,5,4
"3. Aren",2013,11,38,12,"Anabas testudineus",44.1,5,5,4
"3. Aren",2013,11,40,13,"Clarias batrachus",206.6,5,5,4
"3. Aren",2013,11,51,17,"Trichopodus pectoralis",85.69999999999999,5,5,4
"3. Aren",2013,11,52,17,"Trichogaster microlepis",30.6,5,5,4
"3. Aren",2013,11,57,18,"Trichopsis pumila",18.4,5,5,4
"3. Aren",2013,11,68,25,"Macrognathus siamensis",18.1,5,5,4
"3. Aren",2013,11,110,24,"Ompok hypophthalmus/urbaini",50.2,5,5,4
"3. Aren",2013,11,143,18,"Betta prima",4.5,5,5,4
"3. Aren",2014,2,1,1,"Mystus albolineatus",39.90000000000001,6,6,
"3. Aren",2014,2,10,3,"Anematichthys repasson",57.1,6,6,
"3. Aren",2014,2,24,9,"Esomus metallicus",520.4,6,6,
"3. Aren",2014,2,38,12,"Anabas testudineus",196.8,6,6,
"3. Aren",2014,2,43,14,"Channa striata",56.9,6,6,
"3. Aren",2014,2,51,17,"Trichopodus pectoralis",206.7,6,6,
"3. Aren",2014,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",161.8,6,6,
"3. Aren",2014,2,100,4,"Hypsibarbus vernayi",55.8,6,6,
"3. Aren",2014,2,110,24,"Ompok hypophthalmus/urbaini",67.8,6,6,
"3. Aren",2014,5,1,1,"Mystus albolineatus",54.3,7,7,5
"3. Aren",2014,5,3,1,"Mystus multiradiatus",25.9,7,7,5
"3. Aren",2014,5,24,9,"Esomus metallicus",1190.5,7,7,5
"3. Aren",2014,5,40,13,"Clarias batrachus",103.9,7,7,5
"3. Aren",2014,5,51,17,"Trichopodus pectoralis",122.9,7,7,5
"3. Aren",2014,5,57,18,"Trichopsis pumila",3.2,7,7,5
"3. Aren",2014,5,100,4,"Hypsibarbus vernayi",480.9999999999999,7,7,5
"3. Aren",2014,5,110,24,"Ompok hypophthalmus/urbaini",89.59999999999999,7,7,5
"3. Aren",2014,8,4,1,"Mystus mysticetus",29.3,8,8,
"3. Aren",2014,8,24,9,"Esomus metallicus",1079.4,8,8,
"3. Aren",2014,8,68,25,"Macrognathus siamensis",25.2,8,8,
"3. Aren",2014,8,100,4,"Hypsibarbus vernayi",714.6,8,8,
"3. Aren",2014,8,107,38,"Oxygaster pointoni",82.19999999999999,8,8,
"3. Aren",2014,8,110,24,"Ompok hypophthalmus/urbaini",195.6,8,8,
"3. Aren",2014,8,150,4,"Hypsibarbus wetmorei",378.6,8,8,
"3. Aren",2014,11,1,1,"Mystus albolineatus",2.5,9,9,6
"3. Aren",2014,11,24,9,"Esomus metallicus",198.9,9,9,6
"3. Aren",2014,11,38,12,"Anabas testudineus",123.3,9,9,6
"3. Aren",2014,11,52,17,"Trichogaster microlepis",82.8,9,9,6
"3. Aren",2014,11,53,17,"Trichopodus trichopterus",8.700000000000001,9,9,6
"3. Aren",2014,11,100,4,"Hypsibarbus vernayi",775.9,9,9,6
"3. Aren",2014,11,143,18,"Betta prima",14.5,9,9,6
"3. Aren",2014,11,149,48,"Wallago attu",113.3,9,9,6
"3. Aren",2015,2,6,1,"Mystus gulio",78,10,10,
"3. Aren",2015,2,24,9,"Esomus metallicus",854.5999999999999,10,10,
"3. Aren",2015,2,38,12,"Anabas testudineus",72.7,10,10,
"3. Aren",2015,2,40,13,"Clarias batrachus",363.3,10,10,
"3. Aren",2015,2,42,13,"Clarias meladerma",207.4,10,10,
"3. Aren",2015,2,43,14,"Channa striata",846.5,10,10,
"3. Aren",2015,2,52,17,"Trichogaster microlepis",189.3,10,10,
"3. Aren",2015,2,62,20,"Cosmochilus harmandi",58,10,10,
"3. Aren",2015,2,100,4,"Hypsibarbus vernayi",1261.8,10,10,
"3. Aren",2015,2,110,24,"Ompok hypophthalmus/urbaini",79.40000000000001,10,10,
"3. Aren",2015,2,127,10,"Clupeichthys goniognathus",17.2,10,10,
"3. Aren",2015,2,150,4,"Hypsibarbus wetmorei",682.7,10,10,
"3. Aren",2015,5,24,9,"Esomus metallicus",1243.5,11,11,7
"3. Aren",2015,5,36,10,"Clupeoides borneensis",15.6,11,11,7
"3. Aren",2015,5,40,13,"Clarias batrachus",252.3,11,11,7
"3. Aren",2015,5,43,14,"Channa striata",90.7,11,11,7
"3. Aren",2015,5,51,17,"Trichopodus pectoralis",69.40000000000001,11,11,7
"3. Aren",2015,5,52,17,"Trichogaster microlepis",265.2,11,11,7
"3. Aren",2015,5,100,4,"Hypsibarbus vernayi",1528.4,11,11,7
"3. Aren",2015,5,107,38,"Oxygaster pointoni",1.2,11,11,7
"3. Aren",2015,5,143,18,"Betta prima",1.1,11,11,7
"3. Aren",2015,8,5,1,"Mystus atrifasciatus",55,12,12,
"3. Aren",2015,8,7,1,"Mystus bocourti",119.7,12,12,
"3. Aren",2015,8,24,9,"Esomus metallicus",1083.6,12,12,
"3. Aren",2015,8,40,13,"Clarias batrachus",400,12,12,
"3. Aren",2015,8,43,14,"Channa striata",567.3,12,12,
"3. Aren",2015,8,50,16,"Parambassis siamensis",103,12,12,
"3. Aren",2015,8,51,17,"Trichopodus pectoralis",300.7,12,12,
"3. Aren",2015,8,53,17,"Trichopodus trichopterus",83.8,12,12,
"3. Aren",2015,8,150,4,"Hypsibarbus wetmorei",301.5,12,12,
"3. Aren",2015,11,4,1,"Mystus mysticetus",17.9,13,13,8
"3. Aren",2015,11,24,9,"Esomus metallicus",411.3,13,13,8
"3. Aren",2015,11,27,9,"Amblypharyngodon chulabhornae",91.10000000000001,13,13,8
"3. Aren",2015,11,38,12,"Anabas testudineus",185,13,13,8
"3. Aren",2015,11,40,13,"Clarias batrachus",98.09999999999999,13,13,8
"3. Aren",2015,11,51,17,"Trichopodus pectoralis",148.8,13,13,8
"3. Aren",2015,11,52,17,"Trichogaster microlepis",17.7,13,13,8
"3. Aren",2015,11,57,18,"Trichopsis pumila",7,13,13,8
"3. Aren",2015,11,100,4,"Hypsibarbus vernayi",1226.2,13,13,8
"4. Bakong",2012,11,8,2,"Hemibagrus spilopterus/nemurus",7,1,1,1
"4. Bakong",2012,11,9,3,"Anematichthys/Cyclocheilichthys apogon",239.6,1,1,1
"4. Bakong",2012,11,10,3,"Anematichthys repasson",0,1,1,1
"4. Bakong",2012,11,11,3,"Anematichthys/Cyclocheilichthys armatus",15,1,1,1
"4. Bakong",2012,11,12,3,"Cyclocheilichthys lagleri",451,1,1,1
"4. Bakong",2012,11,15,4,"Barbonymus gonionotus",1325,1,1,1
"4. Bakong",2012,11,16,5,"Puntius brevis",359,1,1,1
"4. Bakong",2012,11,20,6,"Labiobarbus siamensis",151,1,1,1
"4. Bakong",2012,11,24,9,"Esomus metallicus",23,1,1,1
"4. Bakong",2012,11,25,9,"Esomus longimanus",16,1,1,1
"4. Bakong",2012,11,28,9,"Rasbora daniconius",0,1,1,1
"4. Bakong",2012,11,36,10,"Clupeoides borneensis",0,1,1,1
"4. Bakong",2012,11,40,13,"Clarias batrachus",386.6,1,1,1
"4. Bakong",2012,11,47,15,"Pristolepis fasciata",31,1,1,1
"4. Bakong",2012,11,48,16,"Parambassis apogonoides",4,1,1,1
"4. Bakong",2012,11,50,16,"Parambassis siamensis",67,1,1,1
"4. Bakong",2012,11,53,17,"Trichopodus trichopterus",7,1,1,1
"4. Bakong",2012,11,59,19,"Notopterus notopterus",1806,1,1,1
"4. Bakong",2012,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",2,1,1,1
"4. Bakong",2012,11,68,25,"Macrognathus siamensis",499,1,1,1
"4. Bakong",2012,11,79,30,"Hampala macrolepidota",110,1,1,1
"4. Bakong",2012,11,108,38,"Paralaubuca typus",70,1,1,1
"4. Bakong",2012,11,128,7,"Thynnichthys thynnoides",93,1,1,1
"4. Bakong",2012,11,140,1,"Mystus wolffi",1435,1,1,1
"4. Bakong",2013,2,9,3,"Anematichthys/Cyclocheilichthys apogon",151.8,2,2,
"4. Bakong",2013,2,12,3,"Cyclocheilichthys lagleri",3.9,2,2,
"4. Bakong",2013,2,16,5,"Puntius brevis",30.5,2,2,
"4. Bakong",2013,2,21,6,"Labiobarbus leptocheilus",48.7,2,2,
"4. Bakong",2013,2,40,13,"Clarias batrachus",395.3,2,2,
"4. Bakong",2013,2,41,13,"Clarias macrocephalus",89.2,2,2,
"4. Bakong",2013,2,43,14,"Channa striata",162.5,2,2,
"4. Bakong",2013,2,50,16,"Parambassis siamensis",41.7,2,2,
"4. Bakong",2013,2,59,19,"Notopterus notopterus",562.1,2,2,
"4. Bakong",2013,2,140,1,"Mystus wolffi",24.6,2,2,
"4. Bakong",2013,2,149,48,"Wallago attu",65.7,2,2,
"4. Bakong",2013,5,1,1,"Mystus albolineatus",13.1,3,3,2
"4. Bakong",2013,5,9,3,"Anematichthys/Cyclocheilichthys apogon",132.5,3,3,2
"4. Bakong",2013,5,21,6,"Labiobarbus leptocheilus",178.8,3,3,2
"4. Bakong",2013,5,41,13,"Clarias macrocephalus",167.6,3,3,2
"4. Bakong",2013,5,50,16,"Parambassis siamensis",7,3,3,2
"4. Bakong",2013,5,59,19,"Notopterus notopterus",337.9,3,3,2
"4. Bakong",2013,5,108,38,"Paralaubuca typus",144.5,3,3,2
"4. Bakong",2013,8,7,1,"Mystus bocourti",50.4,4,4,3
"4. Bakong",2013,8,12,3,"Cyclocheilichthys lagleri",12.7,4,4,3
"4. Bakong",2013,8,15,4,"Barbonymus gonionotus",544.8,4,4,3
"4. Bakong",2013,8,50,16,"Parambassis siamensis",5.300000000000001,4,4,3
"4. Bakong",2013,8,59,19,"Notopterus notopterus",118.1,4,4,3
"4. Bakong",2013,8,128,7,"Thynnichthys thynnoides",1.9,4,4,3
"4. Bakong",2013,11,6,1,"Mystus gulio",354.6,5,5,4
"4. Bakong",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",600.5,5,5,4
"4. Bakong",2013,11,13,4,"Hypsibarbus lagleri",207.1,5,5,4
"4. Bakong",2013,11,15,4,"Barbonymus gonionotus",613.4,5,5,4
"4. Bakong",2013,11,16,5,"Puntius brevis",342.1,5,5,4
"4. Bakong",2013,11,21,6,"Labiobarbus leptocheilus",179.2,5,5,4
"4. Bakong",2013,11,24,9,"Esomus metallicus",99.89999999999999,5,5,4
"4. Bakong",2013,11,38,12,"Anabas testudineus",60.8,5,5,4
"4. Bakong",2013,11,40,13,"Clarias batrachus",185.6,5,5,4
"4. Bakong",2013,11,47,15,"Pristolepis fasciata",2.8,5,5,4
"4. Bakong",2013,11,48,16,"Parambassis apogonoides",1.5,5,5,4
"4. Bakong",2013,11,50,16,"Parambassis siamensis",105.2,5,5,4
