cfrid,year,month,scode_biom,sgroup_biom,sname_biom,totalweight_biom,timekey1,timekey2,timekey3
"36. Trapaing Thlong",2014,11,4,1,"Mystus mysticetus",33.5,9,9,6
"36. Trapaing Thlong",2014,11,9,3,"Anematichthys/Cyclocheilichthys apogon",10.8,9,9,6
"36. Trapaing Thlong",2014,11,12,3,"Cyclocheilichthys lagleri",14.8,9,9,6
"36. Trapaing Thlong",2014,11,16,5,"Puntius brevis",53.6,9,9,6
"36. Trapaing Thlong",2014,11,20,6,"Labiobarbus siamensis",115.6,9,9,6
"36. Trapaing Thlong",2014,11,21,6,"Labiobarbus leptocheilus",553.9000000000001,9,9,6
"36. Trapaing Thlong",2014,11,24,9,"Esomus metallicus",411.6999999999999,9,9,6
"36. Trapaing Thlong",2014,11,38,12,"Anabas testudineus",37.6,9,9,6
"36. Trapaing Thlong",2014,11,42,13,"Clarias meladerma",122.9,9,9,6
"36. Trapaing Thlong",2014,11,50,16,"Parambassis siamensis",337.6,9,9,6
"36. Trapaing Thlong",2014,11,52,17,"Trichogaster microlepis",201.3,9,9,6
"36. Trapaing Thlong",2014,11,53,17,"Trichopodus trichopterus",3,9,9,6
"36. Trapaing Thlong",2014,11,63,21,"Xenentodon cancila",7.1,9,9,6
"36. Trapaing Thlong",2014,11,99,34,"Puntius orphoides",46.4,9,9,6
"36. Trapaing Thlong",2014,11,108,38,"Paralaubuca typus",2.2,9,9,6
"36. Trapaing Thlong",2014,11,110,24,"Ompok hypophthalmus/urbaini",20.2,9,9,6
"36. Trapaing Thlong",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",62.7,10,10,
"36. Trapaing Thlong",2015,2,10,3,"Anematichthys repasson",58.2,10,10,
"36. Trapaing Thlong",2015,2,12,3,"Cyclocheilichthys lagleri",78.90000000000001,10,10,
"36. Trapaing Thlong",2015,2,16,5,"Puntius brevis",20.7,10,10,
"36. Trapaing Thlong",2015,2,20,6,"Labiobarbus siamensis",58.8,10,10,
"36. Trapaing Thlong",2015,2,21,6,"Labiobarbus leptocheilus",962.8,10,10,
"36. Trapaing Thlong",2015,2,24,9,"Esomus metallicus",20,10,10,
"36. Trapaing Thlong",2015,2,38,12,"Anabas testudineus",9.4,10,10,
"36. Trapaing Thlong",2015,2,42,13,"Clarias meladerma",383.9,10,10,
"36. Trapaing Thlong",2015,2,50,16,"Parambassis siamensis",64.2,10,10,
"36. Trapaing Thlong",2015,2,52,17,"Trichogaster microlepis",107.4,10,10,
"36. Trapaing Thlong",2015,2,68,25,"Macrognathus siamensis",33.3,10,10,
"36. Trapaing Thlong",2015,2,79,30,"Hampala macrolepidota",356.6,10,10,
"36. Trapaing Thlong",2015,2,99,34,"Puntius orphoides",44.3,10,10,
"36. Trapaing Thlong",2015,2,110,24,"Ompok hypophthalmus/urbaini",7.2,10,10,
"36. Trapaing Thlong",2015,2,147,34,"Osteochilus microcephalus",30.5,10,10,
"36. Trapaing Thlong",2015,5,4,1,"Mystus mysticetus",8.699999999999999,11,11,7
"36. Trapaing Thlong",2015,5,5,1,"Mystus atrifasciatus",5.3,11,11,7
"36. Trapaing Thlong",2015,5,9,3,"Anematichthys/Cyclocheilichthys apogon",30.1,11,11,7
"36. Trapaing Thlong",2015,5,10,3,"Anematichthys repasson",33.5,11,11,7
"36. Trapaing Thlong",2015,5,12,3,"Cyclocheilichthys lagleri",108.7,11,11,7
"36. Trapaing Thlong",2015,5,16,5,"Puntius brevis",33.4,11,11,7
"36. Trapaing Thlong",2015,5,21,6,"Labiobarbus leptocheilus",1350.4,11,11,7
"36. Trapaing Thlong",2015,5,24,9,"Esomus metallicus",5.3,11,11,7
"36. Trapaing Thlong",2015,5,37,11,"Puntioplites proctozystron",86.3,11,11,7
"36. Trapaing Thlong",2015,5,38,12,"Anabas testudineus",30,11,11,7
"36. Trapaing Thlong",2015,5,40,13,"Clarias batrachus",102.7,11,11,7
"36. Trapaing Thlong",2015,5,42,13,"Clarias meladerma",115.9,11,11,7
"36. Trapaing Thlong",2015,5,50,16,"Parambassis siamensis",60.3,11,11,7
"36. Trapaing Thlong",2015,5,52,17,"Trichogaster microlepis",177,11,11,7
"36. Trapaing Thlong",2015,5,107,38,"Oxygaster pointoni",89.5,11,11,7
"36. Trapaing Thlong",2015,5,110,24,"Ompok hypophthalmus/urbaini",224.8,11,11,7
"36. Trapaing Thlong",2015,8,4,1,"Mystus mysticetus",804.5999999999999,12,12,
"36. Trapaing Thlong",2015,8,9,3,"Anematichthys/Cyclocheilichthys apogon",4.2,12,12,
"36. Trapaing Thlong",2015,8,12,3,"Cyclocheilichthys lagleri",21.4,12,12,
"36. Trapaing Thlong",2015,8,21,6,"Labiobarbus leptocheilus",1298.3,12,12,
"36. Trapaing Thlong",2015,8,27,9,"Amblypharyngodon chulabhornae",123.7,12,12,
"36. Trapaing Thlong",2015,8,37,11,"Puntioplites proctozystron",216.6,12,12,
"36. Trapaing Thlong",2015,8,48,16,"Parambassis apogonoides",65.59999999999999,12,12,
"36. Trapaing Thlong",2015,8,52,17,"Trichogaster microlepis",139.4,12,12,
"36. Trapaing Thlong",2015,8,59,19,"Notopterus notopterus",186.8,12,12,
"36. Trapaing Thlong",2015,8,102,34,"Osteochilus vittatus/lini/hasselti",321.9,12,12,
"36. Trapaing Thlong",2015,11,4,1,"Mystus mysticetus",17.3,13,13,8
"36. Trapaing Thlong",2015,11,9,3,"Anematichthys/Cyclocheilichthys apogon",37,13,13,8
"36. Trapaing Thlong",2015,11,12,3,"Cyclocheilichthys lagleri",82.5,13,13,8
"36. Trapaing Thlong",2015,11,15,4,"Barbonymus gonionotus",611.9,13,13,8
"36. Trapaing Thlong",2015,11,16,5,"Puntius brevis",37.1,13,13,8
"36. Trapaing Thlong",2015,11,21,6,"Labiobarbus leptocheilus",1217.9,13,13,8
"36. Trapaing Thlong",2015,11,24,9,"Esomus metallicus",23.3,13,13,8
"36. Trapaing Thlong",2015,11,37,11,"Puntioplites proctozystron",294.8,13,13,8
"36. Trapaing Thlong",2015,11,38,12,"Anabas testudineus",42.2,13,13,8
"36. Trapaing Thlong",2015,11,43,14,"Channa striata",194,13,13,8
"36. Trapaing Thlong",2015,11,50,16,"Parambassis siamensis",143.8,13,13,8
"36. Trapaing Thlong",2015,11,52,17,"Trichogaster microlepis",311.7,13,13,8
"36. Trapaing Thlong",2015,11,58,18,"Trichopsis vittata",1.3,13,13,8
"36. Trapaing Thlong",2015,11,60,19,"Chitala blanci",1.6,13,13,8
"36. Trapaing Thlong",2015,11,63,21,"Xenentodon cancila",7,13,13,8
"36. Trapaing Thlong",2015,11,68,25,"Macrognathus siamensis",52.00000000000001,13,13,8
"36. Trapaing Thlong",2015,11,99,34,"Puntius orphoides",56.7,13,13,8
"36. Trapaing Thlong",2015,11,101,34,"Poropuntius normani",69.59999999999999,13,13,8
"36. Trapaing Thlong",2015,11,102,34,"Osteochilus vittatus/lini/hasselti",26,13,13,8
"36. Trapaing Thlong",2015,11,108,38,"Paralaubuca typus",4.5,13,13,8
"37. Trapaing Veng",2012,11,1,1,"Mystus albolineatus",3,1,1,1
"37. Trapaing Veng",2012,11,3,1,"Mystus multiradiatus",22,1,1,1
"37. Trapaing Veng",2012,11,4,1,"Mystus mysticetus",271.3,1,1,1
"37. Trapaing Veng",2012,11,5,1,"Mystus atrifasciatus",23,1,1,1
"37. Trapaing Veng",2012,11,8,2,"Hemibagrus spilopterus/nemurus",156,1,1,1
"37. Trapaing Veng",2012,11,9,3,"Anematichthys/Cyclocheilichthys apogon",207,1,1,1
"37. Trapaing Veng",2012,11,11,3,"Anematichthys/Cyclocheilichthys armatus",7,1,1,1
"37. Trapaing Veng",2012,11,12,3,"Cyclocheilichthys lagleri",70,1,1,1
"37. Trapaing Veng",2012,11,16,5,"Puntius brevis",49.5,1,1,1
"37. Trapaing Veng",2012,11,17,5,"Puntius sp. (cf. masyai)",7,1,1,1
"37. Trapaing Veng",2012,11,21,6,"Labiobarbus leptocheilus",420,1,1,1
"37. Trapaing Veng",2012,11,22,8,"Henicorhynchus siamensis",46,1,1,1
"37. Trapaing Veng",2012,11,25,9,"Esomus longimanus",0,1,1,1
"37. Trapaing Veng",2012,11,27,9,"Amblypharyngodon chulabhornae",695,1,1,1
"37. Trapaing Veng",2012,11,29,9,"Rasbora aurotaenia",287,1,1,1
"37. Trapaing Veng",2012,11,37,11,"Puntioplites proctozystron",3,1,1,1
"37. Trapaing Veng",2012,11,41,13,"Clarias macrocephalus",240,1,1,1
"37. Trapaing Veng",2012,11,42,13,"Clarias meladerma",191,1,1,1
"37. Trapaing Veng",2012,11,43,14,"Channa striata",281,1,1,1
"37. Trapaing Veng",2012,11,47,15,"Pristolepis fasciata",16,1,1,1
"37. Trapaing Veng",2012,11,50,16,"Parambassis siamensis",167,1,1,1
"37. Trapaing Veng",2012,11,52,17,"Trichogaster microlepis",210,1,1,1
"37. Trapaing Veng",2012,11,53,17,"Trichopodus trichopterus",48,1,1,1
"37. Trapaing Veng",2012,11,57,18,"Trichopsis pumila",0,1,1,1
"37. Trapaing Veng",2012,11,58,18,"Trichopsis vittata",0,1,1,1
"37. Trapaing Veng",2012,11,59,19,"Notopterus notopterus",603,1,1,1
"37. Trapaing Veng",2012,11,63,21,"Xenentodon cancila",33.2,1,1,1
"37. Trapaing Veng",2012,11,65,22,"Kryptopterus dissitus",4,1,1,1
"37. Trapaing Veng",2012,11,68,25,"Macrognathus siamensis",125.5,1,1,1
"37. Trapaing Veng",2012,11,69,25,"Macrognathus semiocellatus",0,1,1,1
"37. Trapaing Veng",2012,11,71,26,"Mastacembelus favus",120,1,1,1
"37. Trapaing Veng",2012,11,78,29,"Oxyeleotris marmorata",184,1,1,1
"37. Trapaing Veng",2012,11,79,30,"Hampala macrolepidota",129,1,1,1
"37. Trapaing Veng",2012,11,81,32,"Yasuhikotakia morleti",5,1,1,1
"37. Trapaing Veng",2012,11,100,4,"Hypsibarbus vernayi",100,1,1,1
"37. Trapaing Veng",2012,11,102,34,"Osteochilus vittatus/lini/hasselti",51,1,1,1
"37. Trapaing Veng",2012,11,110,24,"Ompok hypophthalmus/urbaini",83,1,1,1
"37. Trapaing Veng",2012,11,126,10,"Clupeichthys aesarnensis",12,1,1,1
"37. Trapaing Veng",2012,11,128,7,"Thynnichthys thynnoides",17,1,1,1
"37. Trapaing Veng",2012,11,140,1,"Mystus wolffi",91,1,1,1
"37. Trapaing Veng",2013,2,1,1,"Mystus albolineatus",27.1,2,2,
"37. Trapaing Veng",2013,2,2,1,"Mystus singaringan",6.2,2,2,
"37. Trapaing Veng",2013,2,8,2,"Hemibagrus spilopterus/nemurus",210.4,2,2,
"37. Trapaing Veng",2013,2,11,3,"Anematichthys/Cyclocheilichthys armatus",18.7,2,2,
"37. Trapaing Veng",2013,2,12,3,"Cyclocheilichthys lagleri",261.4,2,2,
"37. Trapaing Veng",2013,2,15,4,"Barbonymus gonionotus",202.4,2,2,
"37. Trapaing Veng",2013,2,16,5,"Puntius brevis",113.3,2,2,
"37. Trapaing Veng",2013,2,17,5,"Puntius sp. (cf. masyai)",76.90000000000001,2,2,
"37. Trapaing Veng",2013,2,19,5,"Puntius rhombeus",43.59999999999999,2,2,
"37. Trapaing Veng",2013,2,21,6,"Labiobarbus leptocheilus",459.7,2,2,
"37. Trapaing Veng",2013,2,25,9,"Esomus longimanus",16.1,2,2,
"37. Trapaing Veng",2013,2,29,9,"Rasbora aurotaenia",5.5,2,2,
"37. Trapaing Veng",2013,2,41,13,"Clarias macrocephalus",433.1,2,2,
"37. Trapaing Veng",2013,2,42,13,"Clarias meladerma",563.0999999999999,2,2,
"37. Trapaing Veng",2013,2,43,14,"Channa striata",830.7,2,2,
"37. Trapaing Veng",2013,2,47,15,"Pristolepis fasciata",88.2,2,2,
"37. Trapaing Veng",2013,2,49,16,"Parambassis wolffii",7.800000000000001,2,2,
"37. Trapaing Veng",2013,2,52,17,"Trichogaster microlepis",382,2,2,
"37. Trapaing Veng",2013,2,59,19,"Notopterus notopterus",984.8,2,2,
"37. Trapaing Veng",2013,2,63,21,"Xenentodon cancila",10,2,2,
"37. Trapaing Veng",2013,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",5.8,2,2,
"37. Trapaing Veng",2013,2,79,30,"Hampala macrolepidota",251,2,2,
"37. Trapaing Veng",2013,2,102,34,"Osteochilus vittatus/lini/hasselti",218.3,2,2,
"37. Trapaing Veng",2013,2,128,7,"Thynnichthys thynnoides",27.1,2,2,
"37. Trapaing Veng",2013,5,2,1,"Mystus singaringan",8.300000000000001,3,3,2
"37. Trapaing Veng",2013,5,5,1,"Mystus atrifasciatus",47.3,3,3,2
"37. Trapaing Veng",2013,5,8,2,"Hemibagrus spilopterus/nemurus",679.7,3,3,2
"37. Trapaing Veng",2013,5,12,3,"Cyclocheilichthys lagleri",380.4,3,3,2
"37. Trapaing Veng",2013,5,16,5,"Puntius brevis",93.5,3,3,2
"37. Trapaing Veng",2013,5,17,5,"Puntius sp. (cf. masyai)",340,3,3,2
"37. Trapaing Veng",2013,5,19,5,"Puntius rhombeus",38.4,3,3,2
"37. Trapaing Veng",2013,5,21,6,"Labiobarbus leptocheilus",2015,3,3,2
"37. Trapaing Veng",2013,5,37,11,"Puntioplites proctozystron",498,3,3,2
"37. Trapaing Veng",2013,5,40,13,"Clarias batrachus",178,3,3,2
"37. Trapaing Veng",2013,5,41,13,"Clarias macrocephalus",434.5,3,3,2
"37. Trapaing Veng",2013,5,43,14,"Channa striata",92.7,3,3,2
"37. Trapaing Veng",2013,5,47,15,"Pristolepis fasciata",280.3,3,3,2
"37. Trapaing Veng",2013,5,49,16,"Parambassis wolffii",12.5,3,3,2
"37. Trapaing Veng",2013,5,52,17,"Trichogaster microlepis",99.7,3,3,2
"37. Trapaing Veng",2013,5,53,17,"Trichopodus trichopterus",47,3,3,2
"37. Trapaing Veng",2013,5,59,19,"Notopterus notopterus",1037.1,3,3,2
"37. Trapaing Veng",2013,5,63,21,"Xenentodon cancila",10,3,3,2
"37. Trapaing Veng",2013,5,76,28,"Monopterus albus",222.3,3,3,2
"37. Trapaing Veng",2013,5,102,34,"Osteochilus vittatus/lini/hasselti",774.0999999999999,3,3,2
"37. Trapaing Veng",2013,8,4,1,"Mystus mysticetus",32.9,4,4,3
"37. Trapaing Veng",2013,8,5,1,"Mystus atrifasciatus",56.59999999999999,4,4,3
"37. Trapaing Veng",2013,8,9,3,"Anematichthys/Cyclocheilichthys apogon",45.8,4,4,3
"37. Trapaing Veng",2013,8,12,3,"Cyclocheilichthys lagleri",28.1,4,4,3
"37. Trapaing Veng",2013,8,18,5,"Puntius aurotaeniatus",9,4,4,3
"37. Trapaing Veng",2013,8,19,5,"Puntius rhombeus",279.9,4,4,3
"37. Trapaing Veng",2013,8,20,6,"Labiobarbus siamensis",17.4,4,4,3
"37. Trapaing Veng",2013,8,21,6,"Labiobarbus leptocheilus",7.7,4,4,3
"37. Trapaing Veng",2013,8,25,9,"Esomus longimanus",7.699999999999999,4,4,3
"37. Trapaing Veng",2013,8,29,9,"Rasbora aurotaenia",4.9,4,4,3
"37. Trapaing Veng",2013,8,38,12,"Anabas testudineus",15.5,4,4,3
"37. Trapaing Veng",2013,8,39,11,"Puntioplites falcifer",2.3,4,4,3
"37. Trapaing Veng",2013,8,47,15,"Pristolepis fasciata",4.6,4,4,3
"37. Trapaing Veng",2013,8,49,16,"Parambassis wolffii",17.5,4,4,3
"37. Trapaing Veng",2013,8,52,17,"Trichogaster microlepis",19.3,4,4,3
"37. Trapaing Veng",2013,8,59,19,"Notopterus notopterus",148.4,4,4,3
"37. Trapaing Veng",2013,8,63,21,"Xenentodon cancila",8,4,4,3
"37. Trapaing Veng",2013,8,68,25,"Macrognathus siamensis",6,4,4,3
"37. Trapaing Veng",2013,8,102,34,"Osteochilus vittatus/lini/hasselti",20,4,4,3
"37. Trapaing Veng",2013,8,107,38,"Oxygaster pointoni",14.7,4,4,3
"37. Trapaing Veng",2013,11,4,1,"Mystus mysticetus",110.6,5,5,4
"37. Trapaing Veng",2013,11,9,3,"Anematichthys/Cyclocheilichthys apogon",151.4,5,5,4
"37. Trapaing Veng",2013,11,12,3,"Cyclocheilichthys lagleri",157.3,5,5,4
"37. Trapaing Veng",2013,11,16,5,"Puntius brevis",7.1,5,5,4
"37. Trapaing Veng",2013,11,17,5,"Puntius sp. (cf. masyai)",47.9,5,5,4
"37. Trapaing Veng",2013,11,21,6,"Labiobarbus leptocheilus",385.3,5,5,4
"37. Trapaing Veng",2013,11,24,9,"Esomus metallicus",550.3,5,5,4
"37. Trapaing Veng",2013,11,25,9,"Esomus longimanus",500.0000000000001,5,5,4
"37. Trapaing Veng",2013,11,38,12,"Anabas testudineus",206.3,5,5,4
"37. Trapaing Veng",2013,11,40,13,"Clarias batrachus",81.3,5,5,4
"37. Trapaing Veng",2013,11,41,13,"Clarias macrocephalus",399.3,5,5,4
"37. Trapaing Veng",2013,11,47,15,"Pristolepis fasciata",34,5,5,4
"37. Trapaing Veng",2013,11,49,16,"Parambassis wolffii",15.2,5,5,4
"37. Trapaing Veng",2013,11,52,17,"Trichogaster microlepis",336.7,5,5,4
"37. Trapaing Veng",2013,11,53,17,"Trichopodus trichopterus",4.699999999999999,5,5,4
"37. Trapaing Veng",2013,11,59,19,"Notopterus notopterus",463.3,5,5,4
"37. Trapaing Veng",2013,11,63,21,"Xenentodon cancila",5.1,5,5,4
"37. Trapaing Veng",2013,11,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",44.2,5,5,4
"37. Trapaing Veng",2013,11,99,34,"Puntius orphoides",40.7,5,5,4
"37. Trapaing Veng",2013,11,102,34,"Osteochilus vittatus/lini/hasselti",165.3,5,5,4
"37. Trapaing Veng",2013,11,107,38,"Oxygaster pointoni",10.4,5,5,4
"37. Trapaing Veng",2013,11,143,18,"Betta prima",5.9,5,5,4
"37. Trapaing Veng",2013,11,150,4,"Hypsibarbus wetmorei",643.3,5,5,4
"37. Trapaing Veng",2014,2,9,3,"Anematichthys/Cyclocheilichthys apogon",34.4,6,6,
"37. Trapaing Veng",2014,2,10,3,"Anematichthys repasson",79.5,6,6,
"37. Trapaing Veng",2014,2,12,3,"Cyclocheilichthys lagleri",44.2,6,6,
"37. Trapaing Veng",2014,2,16,5,"Puntius brevis",116.6,6,6,
"37. Trapaing Veng",2014,2,17,5,"Puntius sp. (cf. masyai)",28.9,6,6,
"37. Trapaing Veng",2014,2,20,6,"Labiobarbus siamensis",169.4,6,6,
"37. Trapaing Veng",2014,2,21,6,"Labiobarbus leptocheilus",1639.4,6,6,
"37. Trapaing Veng",2014,2,24,9,"Esomus metallicus",18.4,6,6,
"37. Trapaing Veng",2014,2,25,9,"Esomus longimanus",15.7,6,6,
"37. Trapaing Veng",2014,2,38,12,"Anabas testudineus",307.6,6,6,
"37. Trapaing Veng",2014,2,40,13,"Clarias batrachus",518.2,6,6,
"37. Trapaing Veng",2014,2,41,13,"Clarias macrocephalus",96.7,6,6,
"37. Trapaing Veng",2014,2,45,15,"Nandus nandus",2.2,6,6,
"37. Trapaing Veng",2014,2,46,15,"Nandus oxyrhynchus",2.1,6,6,
"37. Trapaing Veng",2014,2,47,15,"Pristolepis fasciata",913.5000000000001,6,6,
"37. Trapaing Veng",2014,2,52,17,"Trichogaster microlepis",289.2,6,6,
"37. Trapaing Veng",2014,2,57,18,"Trichopsis pumila",3,6,6,
"37. Trapaing Veng",2014,2,59,19,"Notopterus notopterus",770.5,6,6,
"37. Trapaing Veng",2014,2,67,23,"Ompok bimaculatus/Hemisilurus mekongensis",8,6,6,
"37. Trapaing Veng",2014,2,68,25,"Macrognathus siamensis",25.3,6,6,
"37. Trapaing Veng",2014,2,79,30,"Hampala macrolepidota",644.7,6,6,
"37. Trapaing Veng",2014,2,107,38,"Oxygaster pointoni",13.5,6,6,
"37. Trapaing Veng",2014,2,112,41,"Oreochromis niloticus",45.6,6,6,
"37. Trapaing Veng",2014,2,128,7,"Thynnichthys thynnoides",138.3,6,6,
"37. Trapaing Veng",2014,2,147,34,"Osteochilus microcephalus",163.8,6,6,
"37. Trapaing Veng",2014,5,4,1,"Mystus mysticetus",42.5,7,7,5
"37. Trapaing Veng",2014,5,8,2,"Hemibagrus spilopterus/nemurus",351.7,7,7,5
"37. Trapaing Veng",2014,5,9,3,"Anematichthys/Cyclocheilichthys apogon",20.8,7,7,5
"37. Trapaing Veng",2014,5,10,3,"Anematichthys repasson",81.90000000000001,7,7,5
"37. Trapaing Veng",2014,5,12,3,"Cyclocheilichthys lagleri",20.2,7,7,5
"37. Trapaing Veng",2014,5,21,6,"Labiobarbus leptocheilus",19,7,7,5
"37. Trapaing Veng",2014,5,38,12,"Anabas testudineus",51.5,7,7,5
"37. Trapaing Veng",2014,5,40,13,"Clarias batrachus",591,7,7,5
"37. Trapaing Veng",2014,5,47,15,"Pristolepis fasciata",15.5,7,7,5
"37. Trapaing Veng",2014,5,59,19,"Notopterus notopterus",82.59999999999999,7,7,5
"37. Trapaing Veng",2014,5,107,38,"Oxygaster pointoni",55.2,7,7,5
"37. Trapaing Veng",2014,8,3,1,"Mystus multiradiatus",6.7,8,8,
"37. Trapaing Veng",2014,8,4,1,"Mystus mysticetus",65.40000000000001,8,8,
"37. Trapaing Veng",2014,8,9,3,"Anematichthys/Cyclocheilichthys apogon",14.5,8,8,
"37. Trapaing Veng",2014,8,12,3,"Cyclocheilichthys lagleri",19.6,8,8,
"37. Trapaing Veng",2014,8,15,4,"Barbonymus gonionotus",43.7,8,8,
"37. Trapaing Veng",2014,8,16,5,"Puntius brevis",32.5,8,8,
"37. Trapaing Veng",2014,8,17,5,"Puntius sp. (cf. masyai)",3.4,8,8,
"37. Trapaing Veng",2014,8,19,5,"Puntius rhombeus",18,8,8,
"37. Trapaing Veng",2014,8,21,6,"Labiobarbus leptocheilus",28.40000000000001,8,8,
"37. Trapaing Veng",2014,8,24,9,"Esomus metallicus",7.4,8,8,
"37. Trapaing Veng",2014,8,38,12,"Anabas testudineus",15.5,8,8,
"37. Trapaing Veng",2014,8,42,13,"Clarias meladerma",137,8,8,
"37. Trapaing Veng",2014,8,52,17,"Trichogaster microlepis",16.7,8,8,
"37. Trapaing Veng",2014,8,59,19,"Notopterus notopterus",85.09999999999999,8,8,
"37. Trapaing Veng",2014,8,68,25,"Macrognathus siamensis",7.699999999999999,8,8,
"37. Trapaing Veng",2014,11,4,1,"Mystus mysticetus",49.99999999999999,9,9,6
"37. Trapaing Veng",2014,11,9,3,"Anematichthys/Cyclocheilichthys apogon",52.59999999999999,9,9,6
"37. Trapaing Veng",2014,11,12,3,"Cyclocheilichthys lagleri",140.7,9,9,6
"37. Trapaing Veng",2014,11,16,5,"Puntius brevis",40.2,9,9,6
"37. Trapaing Veng",2014,11,17,5,"Puntius sp. (cf. masyai)",97.20000000000002,9,9,6
"37. Trapaing Veng",2014,11,19,5,"Puntius rhombeus",9.1,9,9,6
"37. Trapaing Veng",2014,11,21,6,"Labiobarbus leptocheilus",103.9,9,9,6
"37. Trapaing Veng",2014,11,24,9,"Esomus metallicus",170.3,9,9,6
"37. Trapaing Veng",2014,11,38,12,"Anabas testudineus",41.7,9,9,6
"37. Trapaing Veng",2014,11,40,13,"Clarias batrachus",123.2,9,9,6
"37. Trapaing Veng",2014,11,41,13,"Clarias macrocephalus",205.6,9,9,6
"37. Trapaing Veng",2014,11,43,14,"Channa striata",214.9,9,9,6
"37. Trapaing Veng",2014,11,47,15,"Pristolepis fasciata",4.5,9,9,6
"37. Trapaing Veng",2014,11,50,16,"Parambassis siamensis",12.7,9,9,6
"37. Trapaing Veng",2014,11,52,17,"Trichogaster microlepis",11,9,9,6
"37. Trapaing Veng",2014,11,53,17,"Trichopodus trichopterus",125.3,9,9,6
"37. Trapaing Veng",2014,11,59,19,"Notopterus notopterus",97.39999999999999,9,9,6
"37. Trapaing Veng",2014,11,68,25,"Macrognathus siamensis",7.3,9,9,6
"37. Trapaing Veng",2014,11,79,30,"Hampala macrolepidota",158.2,9,9,6
"37. Trapaing Veng",2014,11,147,34,"Osteochilus microcephalus",48.4,9,9,6
"37. Trapaing Veng",2015,2,4,1,"Mystus mysticetus",36.2,10,10,
"37. Trapaing Veng",2015,2,8,2,"Hemibagrus spilopterus/nemurus",577.7,10,10,
"37. Trapaing Veng",2015,2,9,3,"Anematichthys/Cyclocheilichthys apogon",9,10,10,
"37. Trapaing Veng",2015,2,12,3,"Cyclocheilichthys lagleri",164.8,10,10,
"37. Trapaing Veng",2015,2,16,5,"Puntius brevis",32,10,10,
"37. Trapaing Veng",2015,2,19,5,"Puntius rhombeus",12.3,10,10,
"37. Trapaing Veng",2015,2,20,6,"Labiobarbus siamensis",11.5,10,10,
"37. Trapaing Veng",2015,2,21,6,"Labiobarbus leptocheilus",98.80000000000001,10,10,
"37. Trapaing Veng",2015,2,22,8,"Henicorhynchus siamensis",117.1,10,10,
"37. Trapaing Veng",2015,2,23,8,"Henicorhynchus lobatus",43.4,10,10,
"37. Trapaing Veng",2015,2,42,13,"Clarias meladerma",160.6,10,10,
"37. Trapaing Veng",2015,2,43,14,"Channa striata",3194,10,10,
"37. Trapaing Veng",2015,2,50,16,"Parambassis siamensis",7.899999999999999,10,10,
"37. Trapaing Veng",2015,2,52,17,"Trichogaster microlepis",188.7,10,10,
"37. Trapaing Veng",2015,2,59,19,"Notopterus notopterus",205.7,10,10,
"37. Trapaing Veng",2015,2,79,30,"Hampala macrolepidota",359.8,10,10,
"37. Trapaing Veng",2015,2,102,34,"Osteochilus vittatus/lini/hasselti",59.4,10,10,
"37. Trapaing Veng",2015,2,110,24,"Ompok hypophthalmus/urbaini",51,10,10,
"37. Trapaing Veng",2015,2,128,7,"Thynnichthys thynnoides",102.3,10,10,
"37. Trapaing Veng",2015,2,150,4,"Hypsibarbus wetmorei",856.6999999999999,10,10,
"37. Trapaing Veng",2015,5,9,3,"Anematichthys/Cyclocheilichthys apogon",39.2,11,11,7
"37. Trapaing Veng",2015,5,12,3,"Cyclocheilichthys lagleri",93.69999999999999,11,11,7
"37. Trapaing Veng",2015,5,21,6,"Labiobarbus leptocheilus",366.2,11,11,7
"37. Trapaing Veng",2015,5,42,13,"Clarias meladerma",400.3,11,11,7
"37. Trapaing Veng",2015,5,43,14,"Channa striata",548.9,11,11,7
"37. Trapaing Veng",2015,5,52,17,"Trichogaster microlepis",59.2,11,11,7
"37. Trapaing Veng",2015,5,59,19,"Notopterus notopterus",254.8,11,11,7
"37. Trapaing Veng",2015,8,4,1,"Mystus mysticetus",26.1,12,12,
"37. Trapaing Veng",2015,8,8,2,"Hemibagrus spilopterus/nemurus",81.7,12,12,
"37. Trapaing Veng",2015,8,10,3,"Anematichthys repasson",3.8,12,12,
"37. Trapaing Veng",2015,8,12,3,"Cyclocheilichthys lagleri",53.2,12,12,
"37. Trapaing Veng",2015,8,17,5,"Puntius sp. (cf. masyai)",2.1,12,12,
"37. Trapaing Veng",2015,8,21,6,"Labiobarbus leptocheilus",182.6,12,12,
"37. Trapaing Veng",2015,8,24,9,"Esomus metallicus",14.9,12,12,
"37. Trapaing Veng",2015,8,27,9,"Amblypharyngodon chulabhornae",6.7,12,12,
"37. Trapaing Veng",2015,8,38,12,"Anabas testudineus",4.4,12,12,
"37. Trapaing Veng",2015,8,41,13,"Clarias macrocephalus",43.9,12,12,
"37. Trapaing Veng",2015,8,48,16,"Parambassis apogonoides",15.1,12,12,
"37. Trapaing Veng",2015,8,52,17,"Trichogaster microlepis",88.60000000000001,12,12,
"37. Trapaing Veng",2015,8,53,17,"Trichopodus trichopterus",1.9,12,12,
"37. Trapaing Veng",2015,8,59,19,"Notopterus notopterus",383.5,12,12,
